# tau_s	eta_s	t_dec	visbulknorm
1.448227	0.030862865	155	2.20066697
1.396464	0.025170713	155	2.67285690
2.044479	0.019177061	155	2.80953694
1.359898	0.161083758	155	0.97826390
2.155986	0.193099081	155	0.46738798
2.594851	0.050361556	155	0.33763738
1.325499	0.145329622	155	0.41871781
0.535790	0.051241871	155	0.69361374
0.415837	0.073089197	155	0.44210012
1.732185	0.142931274	155	0.27436977
0.745522	0.172548813	155	2.75689681
0.510456	0.093960663	155	0.17313246
2.491906	0.014608044	155	0.88168824
0.355130	0.056591292	155	2.73893020
2.248464	0.157312048	155	1.48961787
0.770557	0.009678261	155	1.00718773
0.921388	0.021343443	155	0.73008113
1.102170	0.089333060	155	2.46478331
2.038508	0.128218093	155	1.34334891
2.232971	0.071282693	155	1.36284082
2.003958	0.177029364	155	0.20956759
1.353003	0.061398530	155	2.24809018
1.372538	0.180745176	155	2.87844799
0.296227	0.077297715	155	0.18689120
0.222677	0.005970242	155	1.73859730
2.199123	0.084749556	155	1.27525281
2.787007	0.064022648	155	1.83378973
0.384826	0.024352113	155	1.01669077
1.723680	0.153384691	155	2.80033883
0.175775	0.002562392	155	0.87727495
0.427930	0.097544383	155	1.10341428
1.809005	0.052125897	155	0.08724584
1.050459	0.090152958	155	1.21078264
2.482643	0.037096122	155	0.34606407
2.398904	0.205793891	155	2.19109404
2.461849	0.171449083	155	0.03634562
0.918291	0.139900070	155	0.74635286
1.128822	0.059739133	155	2.71028560
1.231153	0.027947424	155	1.41310052
0.954452	0.045129822	155	2.94007762
1.725254	0.045600212	155	1.99896132
1.300543	0.206837088	155	0.85384950
1.937224	0.041535505	155	0.64571567
2.631489	0.209918845	155	0.36177704
1.419284	0.137091886	155	0.58429444
0.592275	0.186032853	155	0.59257870
2.843978	0.117502500	155	2.99898011
2.386958	0.027632731	155	1.67648159
0.897066	0.137477574	155	1.96527339
1.167498	0.057042650	155	0.12248509
1.981307	0.119812165	155	2.92262415
0.437762	0.031529760	155	2.06408750
1.243407	0.008418579	155	1.48255824
2.271655	0.204584706	155	1.78542731
0.646807	0.144406428	155	1.26164250
1.453424	0.125049008	155	1.78711130
0.654422	0.125301767	155	0.99570231
0.247865	0.126979043	155	2.37920228
1.927973	0.198642595	155	0.54520236
0.804376	0.151457985	155	2.13508957
1.665257	0.201759604	155	1.71981302
0.466411	0.038210515	155	2.39748654
2.797285	0.149416298	155	0.39195210
0.519729	0.153618062	155	1.59701210
0.213940	0.120497886	155	1.07915113
2.828072	0.048103264	155	2.23631899
1.277921	0.030440601	155	1.90926761
1.768349	0.111964853	155	1.60650473
1.505915	0.156620476	155	2.43868998
1.029030	0.112435819	155	1.32805087
2.119182	0.026234758	155	2.12390391
2.322034	0.048894893	155	0.69928790
0.608880	0.206065843	155	2.94400119
2.092910	0.068855937	155	2.59551520
2.148960	0.074117725	155	1.94163305
1.705624	0.135867214	155	0.56495639
2.338618	0.134232304	155	2.78847468
0.740297	0.098842329	155	2.61882902
1.106452	0.039390102	155	0.37157560
2.186433	0.195187105	155	1.70323462
0.449579	0.119329333	155	1.99767182
0.751803	0.139861203	155	2.02383036
2.847721	0.027268243	155	0.31106626
2.520169	0.028431297	155	0.73290023
1.416590	0.051282941	155	1.33577487
2.702453	0.035915007	155	0.28255265
1.963766	0.190208481	155	0.51292498
0.462382	0.199882111	155	1.54683273
1.989208	0.030185322	155	2.16508546
0.392539	0.109958297	155	1.29051235
0.177327	0.135375261	155	0.77761707
0.783931	0.196907188	155	2.89857441
2.063758	0.064980524	155	1.82442464
0.364910	0.162509005	155	1.57113146
0.578856	0.001205519	155	2.32223521
1.303942	0.034417201	155	1.80404217
2.241466	0.047368703	155	0.01676383
2.804495	0.158245365	155	0.67670627
1.801433	0.023930879	155	2.26038083
1.567585	0.018414413	155	0.26267545
1.906451	0.026667164	155	1.65314953
2.725207	0.115832225	155	2.47381917
0.114144	0.035619535	155	1.50456792
0.729305	0.173174485	155	0.11420200
2.209275	0.118790248	155	2.05653799
2.695556	0.121407921	155	0.62466223
2.409348	0.043768000	155	1.63298781
1.504330	0.012671153	155	1.11290357
1.683473	0.121118237	155	1.16511208
2.017231	0.110739104	155	1.15235376
0.269318	0.206416884	155	0.16315571
1.715631	0.019999891	155	1.22798862
2.853262	0.077885892	155	1.46745234
1.623362	0.092713302	155	0.93131381
1.136425	0.011331820	155	0.09415431
1.337539	0.086000866	155	2.76280063
1.186406	0.102590138	155	1.95221196
1.176132	0.006598392	155	1.89661801
1.468157	0.193506166	155	1.00082454
0.967189	0.143653821	155	2.35109235
1.840613	0.164638759	155	0.85645885
1.922007	0.181442977	155	0.40233143
2.140173	0.059954066	155	0.02804677
1.033121	0.204833441	155	1.45913294
0.475576	0.132327022	155	0.68086220
0.126883	0.001967307	155	1.36599794
1.463860	0.102160943	155	2.51709580
0.739680	0.130260531	155	1.39470624
1.838623	0.047624550	155	0.13491967
1.374626	0.095728821	155	2.66593585
2.450443	0.176241757	155	2.85877326
1.403816	0.097804059	155	1.06649903
0.227509	0.186441004	155	1.20569322
1.638004	0.085310005	155	2.06841093
2.766723	0.115408799	155	1.37629884
1.095380	0.074917249	155	2.14382022
1.224727	0.084291183	155	0.33108559
1.517021	0.147796171	155	1.35884155
2.032868	0.106320444	155	2.39313383
1.384275	0.017202712	155	0.60475286
0.410422	0.144800382	155	2.67959266
0.137072	0.023266866	155	0.90942795
2.599895	0.095133289	155	2.53513085
2.435176	0.167487337	155	1.17997789
2.467829	0.187503876	155	0.10460348
1.201185	0.063694167	155	0.48609097
1.495295	0.175315230	155	2.70588907
2.360628	0.177484150	155	2.23844489
0.487928	0.082510594	155	1.49629732
2.088931	0.033954151	155	2.42257022
2.232045	0.189372374	155	0.41514204
0.395968	0.037905135	155	2.13157529
2.743177	0.156711210	155	2.28388429
2.648371	0.104724918	155	0.13291165
1.676034	0.169394742	155	2.83170973
0.495019	0.028981733	155	1.60223757
1.220580	0.159950711	155	2.72833661
2.012680	0.009231090	155	1.68992090
1.891153	0.111988876	155	2.56545702
2.648795	0.190971475	155	1.92158018
0.822316	0.118329021	155	2.73133787
0.431104	0.088899735	155	2.26870742
0.322588	0.179572073	155	2.76827739
0.600565	0.167960207	155	0.23959329
0.992943	0.173964872	155	0.53772232
0.672405	0.164264806	155	0.95688363
2.896010	0.029686636	155	0.61501681
0.277497	0.083890955	155	0.18838626
2.556527	0.123213145	155	2.63192354
1.953798	0.143374808	155	2.10047039
1.607693	0.191216878	155	0.03345579
0.857262	0.158920688	155	1.61591086
2.814361	0.054254281	155	2.90859515
2.172390	0.103567379	155	2.21917440
0.305772	0.193792135	155	0.04942870
1.711657	0.067013392	155	1.72764137
2.369570	0.184176553	155	0.46912607
0.537802	0.146910877	155	1.18550283
0.987309	0.136885634	155	2.08242043
0.636953	0.113136631	155	1.02316455
0.208844	0.203598783	155	2.58651561
0.810959	0.083017688	155	0.76312147
1.997209	0.008014182	155	2.03123948
2.583843	0.071606906	155	1.88084597
1.853788	0.053327846	155	1.12429553
0.192836	0.142168389	155	1.26700507
1.282551	0.008800353	155	1.53298120
2.515963	0.134941686	155	2.33022513
1.004900	0.200202864	155	0.27919322
2.202361	0.181118491	155	0.96904871
0.201883	0.107286572	155	1.75028244
2.622974	0.163170020	155	0.62008584
1.238725	0.019582002	155	2.77219528
1.661924	0.067817950	155	2.01941949
1.824533	0.066299639	155	1.22147437
1.516295	0.062544454	155	1.67326015
2.107741	0.043330573	155	1.96137411
1.151282	0.208877354	155	1.84805193
2.553613	0.141314788	155	1.51563076
1.082091	0.157639157	155	1.73304873
0.946876	0.007625205	155	2.62807797
2.890507	0.117208261	155	1.05376519
2.367439	0.129363626	155	1.24665825
1.478301	0.106089618	155	0.20034786
0.719817	0.114165203	155	0.56899828
0.979939	0.150685878	155	0.49233180
0.562425	0.074291969	155	1.68556232
2.658533	0.073762246	155	2.98982679
0.231310	0.133094092	155	1.89949248
1.861926	0.101626770	155	1.45310036
0.301612	0.072583441	155	1.03431550
0.500074	0.098274956	155	1.47677315
1.123879	0.148113566	155	0.66409092
2.347179	0.126632458	155	0.94090535
1.596610	0.046442209	155	1.83861438
2.380863	0.034818722	155	2.33522685
1.487151	0.163447390	155	0.14254717
0.280913	0.191901983	155	1.88776613
2.194092	0.160336381	155	2.28877156
0.347910	0.097066485	155	0.21655204
2.870302	0.015116726	155	0.42782389
1.427063	0.155705917	155	1.92316135
0.865164	0.168432581	155	2.40812605
2.708109	0.005269678	155	2.44452873
0.589862	0.171121924	155	0.26636651
2.737089	0.104149519	155	0.53056278
0.571530	0.018566625	155	0.81832227
0.107886	0.207856560	155	1.04158013
2.507385	0.099636293	155	0.50412110
1.635871	0.087440602	155	2.96733323
0.101960	0.033051630	155	1.17311443
2.684018	0.036747795	155	0.00875419
0.255963	0.032578069	155	2.57952795
1.913139	0.082100465	155	2.04757528
1.976872	0.000569098	155	2.19146047
1.294649	0.130648930	155	0.51618792
2.666060	0.147500585	155	1.86733684
0.706362	0.159395496	155	2.10734601
2.639445	0.115128217	155	2.27791492
1.527800	0.169983476	155	1.64568816
0.460580	0.140881945	155	0.00279362
0.909619	0.089591848	155	2.42723436
1.259821	0.192453047	155	2.01015239
1.849588	0.079814753	155	1.27912637
0.779843	0.166745392	155	2.75095274
0.147054	0.190432153	155	0.30789466
1.269418	0.038979273	155	2.45477134
1.814355	0.075782040	155	0.38477010
1.365692	0.122733575	155	1.75333646
1.869036	0.060713008	155	0.86770640
1.315333	0.087075052	155	2.04302243
2.027934	0.131207194	155	0.75051726
0.775047	0.052622815	155	1.78023353
1.197028	0.003492053	155	1.25166826
0.607321	0.128460061	155	1.19208154
2.257711	0.100099913	155	0.72169672
2.417066	0.083266663	155	0.54469862
2.300482	0.132652918	155	2.31298166
0.676121	0.091121625	155	2.95186477
0.685425	0.050509573	155	2.57442416
0.982141	0.180227352	155	1.40687938
1.191073	0.173786145	155	1.69425385
1.572870	0.124074352	155	1.77499072
1.538222	0.044102545	155	0.94393277
1.649960	0.081975955	155	0.63237582
2.317148	0.095991614	155	1.17171964
0.308872	0.107680444	155	2.93049188
0.668184	0.166243951	155	1.57863239
2.504626	0.154918744	155	1.53850739
1.700302	0.042539503	155	1.66042105
1.323412	0.079176613	155	1.71517420
2.753699	0.198982612	155	1.13365849
2.002737	0.069069097	155	0.92471287
2.612159	0.142547979	155	1.47118389
2.476102	0.163914163	155	0.98556729
1.743633	0.178035756	155	2.03900320
1.062042	0.123593096	155	2.68988361
0.891466	0.022144158	155	2.34342769
1.343732	0.077973125	155	2.54354503
2.778511	0.072058716	155	1.76549000
1.024114	0.059291852	155	1.76306408
2.497923	0.188626868	155	1.11543104
0.926557	0.093118917	155	1.03052262
0.421944	0.200932220	155	0.39704431
0.138475	0.197925790	155	2.82899400
0.375899	0.020667228	155	2.56774183
1.213255	0.198384652	155	0.88550978
1.539801	0.107997408	155	0.34294185
1.586407	0.207316972	155	0.29424405
2.222239	0.065646578	155	1.59307950
